sample.id	x_Cl.adj	x_NO3.adj	x_SO4.adj	x_Na.adj	x_K.adj	x_Ca.adj	x_Mg.adj	fe_Ca	fe_Mg	fe_Na	fe_K	w_Cl.f	w_NO3.f	w_SO4.f	w_Na.f	w_K.f	w_Ca.f	w_Mg.f	w_tot.f	w_tot.adj.w_CaSO4	w_CaSO4	w_tot.adj	w_Na.K.adj	w_Ca.adj	w_CO3.h
IRPA-006914	0.031223618	0	0.312517588	0.023888119	0.632370675	0	0	0.583817024	0	0.278281801	0	1.46E-05	0	0.000395015	7.23E-06	0.000325318	0	0	0.000742123	0.001133146	0	0.001133146	0.000400594	0.000732551	0.000522834
IRPA-006915	0.07094963	0	0.28603358	0.137783914	0.505232876	0	0	0.768076155	0	0.094626152	0	1.64E-05	0	0.000179464	2.07E-05	0.000129018	0	0	0.000345599	0.000537347	0	0.000537347	6.65E-05	0.000470804	8.68489E-05
IRPA-006916	0.046709255	0	0.30219383	0	0.651096915	0	0	0.599468275	0	0.274619408	0.019173508	1.70E-05	0	0.000298857	0	0.000262072	0	0	0.000577976	0.001197908	0	0.001197908	0.000443542	0.000754366	0.0005897
IRPA-006917	0.146188254	0.040154266	0.209104987	0.059522167	0.545030327	0	0	0.135925255	0	0.621522097	0	0.000171429	8.24E-05	0.000664426	4.53E-05	0.000704855	0	0	0.001668325	0.001402544	0	0.001402544	0.001177987	0.000224556	0.001537445
IRPA-006918	0	0.041199645	0.305866903	0.207554792	0.44537866	0	0	0.200012024	0	0.517400099	0	0	9.75E-05	0.001121671	0.000182154	0.000664752	0	0	0.002066097	0.001402702	0	0.001402702	0.001049177	0.000353525	0.001369329
IRPA-006919	0	0.044909402	0.303393732	0.20985719	0.441839676	0	0	0.283446537	0	0.465858873	0	0	0.0001256	0.0013146	0.000217613	0.0007792	0	0	0.002437013	0.001921787	0	0.001921787	0.001255787	0.000666	0.001638985
IRPA-006920	0.020599737	0.064272061	0.276752135	0.153721927	0.484654141	0	0	0.206744039	0	0.546689286	0	2.88E-05	0.000157295	0.001049348	0.000139488	0.000747924	0	0	0.002122881	0.001707724	0	0.001707724	0.001284355	0.000423369	0.001676271
IRPA-006921	0.02216198	0.085350115	0.261658603	0.137574765	0.493254536	0	0	0.21300752	0	0.557508606	0	3.19E-05	0.00021504	0.001021372	0.000128517	0.000783641	0	0	0.002180496	0.001908422	0	0.001908422	0.001431641	0.000476781	0.0018685
IRPA-006922	0.030688332	0.103176454	0.244090143	0.071614009	0.550431062	0	0	0.215720073	0	0.585115626	0	4.27E-05	0.000250869	0.000919498	6.46E-05	0.000843919	0	0	0.002121511	0.002176944	0	0.002176944	0.001647504	0.00052944	0.002150233
IRPA-006923	0.031362196	0.107214741	0.240948709	0.160478443	0.459995912	0	0	0.357087407	0	0.46301129	0	6.28E-05	0.00037533	0.001306828	0.000208298	0.001015419	0	0	0.00296865	0.003466152	0	0.003466152	0.00207276	0.001393392	0.002705253
IRPA-006924	0.051196478	0.114975242	0.222552187	0.191868193	0.4194079	0	0	0.23134851	0	0.535247236	0	0.000100871	0.000396192	0.001188139	0.000245139	0.000911317	0	0	0.002841657	0.002465742	0	0.002465742	0.001790987	0.000674755	0.0023375
IRPA-006925	0.038090491	0.137138058	0.2165143	0.189334189	0.418922961	0	0	0.283561362	0	0.512508176	0	7.06E-05	0.00044431	0.001086798	0.000227439	0.000855842	0	0	0.002684951	0.002721878	0	0.002721878	0.001836294	0.000885584	0.002396631
IRPA-006926	0.050466889	0.150386358	0.199431169	0.175213029	0.424502556	0	0	0.273066472	0	0.522781173	0	9.43E-05	0.000491654	0.001010134	0.000212386	0.000875112	0	0	0.002683623	0.002709074	0	0.002709074	0.001861533	0.000847541	0.002429572
IRPA-006927	0.075291781	0.174264733	0.166962324	0	0.583481162	0	0	0.166273909	0	0.621697549	0.011824243	0.000154377	0.000624916	0.000927609	0	0.001319383	0	0	0.003026285	0.003048631	0	0.003048631	0.002487015	0.000561616	0.003263816
IRPA-006928	0.068085108	0.177176965	0.169825284	0.200421394	0.384491248	0	0	0.195631094	0	0.581881983	0	0.000156543	0.000712469	0.001058025	0.000298821	0.000974938	0	0	0.003200797	0.002949203	0	0.002949203	0.002280808	0.000668395	0.002976788
IRPA-006929	0.080384633	0.163793976	0.170547594	0.238914088	0.346359709	0	0	0.237027526	0	0.540037422	0	0.000204545	0.000728939	0.001175909	0.000394225	0.00097197	0	0	0.003475588	0.003234412	0	0.003234412	0.002339412	0.000895	0.003053273
IRPA-006930	0.073182944	0.164543229	0.174849218	0.187600641	0.399823968	0	0	0.24769409	0	0.545581582	0	0.000132394	0.000520615	0.000857106	0.000220079	0.000797695	0	0	0.00252789	0.002538435	0	0.002538435	0.001818717	0.000719718	0.002373691
IRPA-006931	0.088219507	0.147919146	0.175907564	0.114404269	0.473549514	0	0	0.287697525	0	0.530393108	0	0.000125231	0.000367239	0.000676618	0.000105311	0.000741347	0	0	0.002015747	0.002324147	0	0.002324147	0.001578044	0.000746103	0.002059578
IRPA-006932	0.077980015	0.127616881	0.196268736	0.121403228	0.47673114	0	0	0.34686644	0	0.475253637	0	0.000107953	0.000308984	0.00073623	0.000108985	0.000727835	0	0	0.001989986	0.002347274	0	0.002347274	0.001434609	0.000912666	0.001872373
IRPA-006933	0.089877526	0.110824471	0.199532002	0.133887231	0.46587877	0	0	0.393678294	0	0.437197484	0	0.000114355	0.000246613	0.000687903	0.000110466	0.00065371	0	0	0.001813046	0.002283244	0	0.002283244	0.001279212	0.001004032	0.001669558
IRPA-006934	0.093453006	0.113919296	0.195085132	0.191102564	0.406440002	0	0	0.407300984	0	0.4117062	0	0.00013238	0.000282229	0.000748795	0.000175541	0.00063494	0	0	0.001973885	0.002325212	0	0.002325212	0.001248555	0.001076657	0.001629546
IRPA-006935	0.080409256	0.113058685	0.204354706	0.110464974	0.491712379	0	0	0.244956913	0	0.540714637	0	8.53E-05	0.00020969	0.000587209	7.60E-05	0.000575065	0	0	0.001533199	0.00145724	0	0.00145724	0.001044708	0.000412532	0.001363496
IRPA-006936	0.104605457	0.120076855	0.183545125	0.136146384	0.455626179	0	0	0.345170453	0	0.462289065	0	0.00012213	0.000245191	0.000580662	0.000103077	0.00058666	0	0	0.00163772	0.001775827	0	0.001775827	0.001075724	0.000700103	0.001403976
IRPA-006937	0.086438647	0.078691622	0.223246487	0.038095056	0.573528188	0	0	0.478668831	0	0.371138575	0	5.46E-05	8.69E-05	0.000382091	1.56E-05	0.000399516	0	0	0.00093874	0.001314987	0	0.001314987	0.000619053	0.000695934	0.000807954
IRPA-006938	0.09215913	0.068665491	0.226116919	0.0528702	0.56018826	0	0	0.569879891	0	0.31132609	0	4.96E-05	6.47E-05	0.000329857	1.85E-05	0.000332602	0	0	0.000795187	0.001455856	0	0.001455856	0.000560906	0.000894951	0.000732064
IRPA-006939	0.098565622	0	0.267622919	0	0.633811459	0	0	0.562490082	0	0.323223148	0.006823516	3.94E-05	0	0.00029	0	0.000279532	0	0	0.00060895	0.001262021	0	0.001262021	0.000512118	0.000749903	0.000672466
IRPA-006940	0.086615561	0	0.275589626	0.063411655	0.574383158	0	0	0.626620101	0	0.256414605	0	4.00E-05	0	0.000345037	1.90E-05	0.000292685	0	0	0.000696743	0.001311303	0	0.001311303	0.000418931	0.000892372	0.000546767
IRPA-006941	0.132473268	0	0.245017822	0	0.622508911	0	0	0.648790731	0	0.249758172	0.002524046	4.94E-05	0	0.000247697	0	0.000256133	0	0	0.000553254	0.001247706	0	0.001247706	0.000386765	0.00086094	0.000506286
IRPA-006942	0.021279447	0	0.319147035	0.370679835	0.288893683	0	0	0.440987434	0	0.239388673	0	2.30E-05	0	0.000935422	0.00026001	0.000344629	0	0	0.001563079	0.000902906	0	0.000902906	0.000346512	0.000556394	0.000452249
IRPA-006943	0	0	0.333333333	0.295292477	0.371374189	0	0	0.501048093	0	0.272055622	0	0	0	0.000953782	0.000202207	0.000432493	0	0	0.001588482	0.001426084	0	0.001426084	0.000547373	0.000878711	0.000714401
IRPA-006944	0	0	0.333333333	0.322420217	0.34424645	0	0	0.547022916	0	0.232765746	0	0	0	0.001031754	0.000238833	0.000433675	0	0	0.001704262	0.001591257	0	0.001591257	0.000521987	0.00106927	0.000681269
IRPA-006945	0.019259439	0.00202383	0.319144487	0.49015908	0.169413163	0	0	0.169917437	0.237211667	0.041700274	0	5.86E-05	1.08E-05	0.002631468	0.000967212	0.000568532	0	0	0.004236589	0.000744298	0	0.000744298	9.84691E-05	0.000349736	0.000128517
IRPA-006946	0.014081477	0	0.323945682	0.165896283	0.496076558	0	0	0.28838392	0	0.487048085	0	1.83E-05	0	0.001138045	0.000139475	0.000709305	0	0	0.002005082	0.001830018	0	0.001830018	0.00120705	0.000622968	0.001575376
IRPA-006947	0.02604896	0.057545309	0.277603821	0	0.63880191	0	0	0.368736861	0	0.492334384	0.024372217	2.10E-05	8.11E-05	0.000605858	0	0.000567426	0	0	0.001275328	0.002490749	0	0.002490749	0.001554645	0.000936104	0.002056769
IRPA-006948	0.0315504	0.092086891	0.250908473	0	0.625454236	0	0	0.172656866	0.232018936	0.463877964	0.004305872	3.56E-05	0.000181515	0.000766239	0	0.000777395	0	0	0.001760707	0.002676136	0	0.002676136	0.001694107	0.000541078	0.002217105
IRPA-006949	0.043837035	0.101797966	0.236243332	0.120706002	0.497415665	0	0	0.175680841	0.172878262	0.486666842	0	7.10E-05	0.000288303	0.001036583	0.00012675	0.000888303	0	0	0.002410924	0.002880246	0	0.002880246	0.001917058	0.000603211	0.00250204
IRPA-006950	0.04410063	0.108473763	0.231617071	0.290634131	0.325174404	0	0	0.134997441	0	0.58697113	0	0.000117006	0.000503343	0.001665116	0.000500028	0.000951453	0	0	0.003736947	0.002685146	0	0.002685146	0.002236745	0.000448401	0.002919278
IRPA-006951	0.033471026	0.045006463	0.281015007	0.379216657	0.261290846	0	0	0.22797668	0	0.462196986	0	0.00012522	0.000294479	0.002848683	0.000919975	0.001078043	0	0	0.005266399	0.003314655	0	0.003314655	0.002318043	0.000996612	0.003025384
IRPA-006952	0.06330041	0.130572231	0.204084906	0.271628349	0.330414104	0	0	0.194870502	0	0.558462475	0	0.000121735	0.000439175	0.001063488	0.000338743	0.000700773	0	0	0.002663915	0.002216841	0	0.002216841	0.001699831	0.00051701	0.002218527
IRPA-006953	0.037619178	0.061889624	0.266994132	0.382718288	0.250778778	0	0	0.455006124	0	0.272781081	0	6.27E-05	0.000180385	0.001205641	0.000413589	0.000460897	0	0	0.002323205	0.001683462	0	0.001683462	0.000686026	0.000997436	0.000895364
IRPA-006954	0.045521245	0.066359162	0.258746396	0.342890192	0.286483006	0	0	0.413435916	0	0.327584833	0	6.58E-05	0.000167654	0.001012796	0.000321201	0.000456398	0	0	0.002023808	0.001566121	0	0.001566121	0.000745742	0.000820379	0.000973302
IRPA-006955	0.022820746	0.032096242	0.296722008	0.474168071	0.174192933	0	0	0.575275208	0	0.106587937	0	5.33E-05	0.000130993	0.001876199	0.000717522	0.000448288	0	0	0.003226255	0.001875115	0	0.001875115	0.000328711	0.001546404	0.000429015
IRPA-006956	0.026234128	0.02940501	0.296240575	0.438880162	0.209240126	0	0	0.526029	0	0.141238341	0	5.55E-05	0.000108805	0.00169827	0.000602119	0.000488208	0	0	0.002952905	0.001602755	0	0.001602755	0.000377441	0.001225314	0.000492615
IRPA-006957	0.030825911	0.033357181	0.290544605	0.441641108	0.203631195	0	0	0.502271523	0	0.131597669	0	6.29E-05	0.000118961	0.001605325	0.000583974	0.000457922	0	0	0.002829039	0.001326935	0	0.001326935	0.000306675	0.00102026	0.000400256
IRPA-006958	0.021792772	0	0.318804819	0.46068036	0.19872205	0	0	0.565183004	0	0.107526007	0	4.62E-05	0	0.001830556	0.000633041	0.00046441	0	0	0.002974187	0.001661577	0	0.001661577	0.000297688	0.001363889	0.000388527
IRPA-006959	0.027121952	0.030749765	0.294752188	0.443837038	0.203539056	0	0	0.484956179	0.031147785	0.125709294	0	4.88E-05	9.68E-05	0.001437232	0.000517925	0.000403938	0	0	0.00250468	0.001191383	0	0.001191383	0.00026513	0.000891527	0.000346033
IRPA-006960	0.03095042	0.03460985	0.289626487	0.404994097	0.239819147	0	0	0.461430141	0	0.179116044	0	5.74E-05	0.00011224	0.001455196	0.000486974	0.000490416	0	0	0.002602217	0.001253903	0	0.001253903	0.000386351	0.000867552	0.000504245
IRPA-006961	0.015435751	0	0.323042833	0.51338557	0.148135846	0	0	0.652682693	0	0	0	3.75E-05	0	0.002127985	0.000809331	0.00039716	0	0	0.003372001	0.001871204	0.000104935	0.001766269	0	0.001766269	0
IRPA-006962	0.01883951	0	0.32077366	0.451034416	0.209352414	0	0	0.575552363	0	0.015937092	0	2.82E-05	0	0.001301727	0.000438031	0.000345777	0	0	0.002113751	0.000812641	0	0.000812641	2.50E-05	0.00078762	3.27E-05
IRPA-006963	0.018535671	0	0.320976219	0.461423872	0.199064237	0	0	0.597452073	0	0.006975308	0	2.84E-05	0	0.001334249	0.000459027	0.000336786	0	0	0.002158498	0.000876597	0	0.000876597	1.16E-05	0.000865011	1.51E-05
IRPA-006964	0.020541476	0.007914048	0.314362984	0.41656042	0.240621072	0	0	0.63153824	0	0.052096816	0	2.41E-05	1.62E-05	0.00099814	0.000316528	0.00031095	0	0	0.001665908	0.000951137	0	0.000951137	8.22E-05	0.000868905	0.000107325
IRPA-006965	0.015532811	0.006409139	0.318705367	0.438937482	0.220415202	0	0	0.611888184	0	0	0	2.12E-05	1.53E-05	0.001178776	0.000388525	0.000331803	0	0	0.001935607	0.000954011	0.000103804	0.000850207	1.08E-19	0.000850207	0
IRPA-006966	0.034277364	0.007529504	0.305462088	0.368697339	0.284033705	0	0	0.626703991	0	0.073230989	0	3.71E-05	1.42E-05	0.000895079	0.000258552	0.000338743	0	0	0.001543683	0.000945008	0	0.000945008	0.00011171	0.000833298	0.000145798
IRPA-006967	0.023463071	0.005339738	0.34441574	0.384201918	0.151726694	0	0.090852839	0.590998893	0	0	0	4.32E-05	1.72E-05	0.001719997	0.000459175	0.000308393	0	0.000114794	0.002662814	0.00115767	5.43E-05	0.001103357	0	0.001103357	0
IRPA-006968	0.015698916	0.003865991	0.320290062	0.465786324	0.194358707	0	0	0.535604364	0.089515688	0.039870596	0	2.79E-05	1.20E-05	0.001544537	0.000537546	0.000381466	0	0	0.002503521	0.001259965	0	0.001259965	9.067E-05	0.001061687	0.000118338
IRPA-006969	0.00463515	0.006931427	0.325622282	0.399705849	0.263105292	0	0	0.467942185	0	0.196664579	0	7.31E-06	1.91E-05	0.001391789	0.000408859	0.000457705	0	0	0.002284787	0.001222075	0	0.001222075	0.000397553	0.000824522	0.000518864
IRPA-006970	0.012703293	0.005623273	0.321115623	0.415504346	0.245053466	0	0	0.325798667	0	0.250538078	0	2.73E-05	2.11E-05	0.001870778	0.000579309	0.000581057	0	0	0.003079603	0.001161954	0	0.001161954	0.000544626	0.000617327	0.000710817
IRPA-006971	0.005929667	0.025993225	0.312051406	0.386643936	0.269381767	0	0	0.32010355	0	0.321278424	0	1.25E-05	9.57E-05	0.001780202	0.000527871	0.000625473	0	0	0.003041743	0.001499241	0	0.001499241	0.000802393	0.000696847	0.00104724
IRPA-006972	0.020768482	0.049628349	0.286402113	0.232048465	0.411152591	0	0	0.257275855	0	0.500715094	0	3.03E-05	0.000126691	0.001132729	0.000219636	0.000661836	0	0	0.002171206	0.001823722	0	0.001823722	0.001259592	0.00056413	0.001643951
IRPA-006973	0.015980749	0.03845303	0.297044148	0.369576612	0.278945462	0	0	0.326514247	0	0.351866329	0	4.24E-05	0.000178235	0.002133137	0.00063515	0.000815294	0	0	0.003804169	0.002205634	0	0.002205634	0.00121936	0.000986275	0.001591443
IRPA-006974	0.02684296	0.099301456	0.249237056	0.055336083	0.569282445	0	0	0.193486637	0	0.631963556	0	3.19E-05	0.000206659	0.000803612	4.27E-05	0.000747065	0	0	0.001831976	0.002210687	0	0.002210687	0.001744999	0.000465688	0.002277478
IRPA-006975	0.017802971	0.069285926	0.275274069	0.308798385	0.328838649	0	0	0.25730503	0	0.462404461	0	4.37E-05	0.000297482	0.001831115	0.000491586	0.000890288	0	0	0.003554176	0.002486832	0	0.002486832	0.001674601	0.00081223	0.002185599
IRPA-006976	0.033133349	0.127735912	0.226087159	0.122880025	0.490163554	0	0	0.169330044	0	0.634231658	0	5.41E-05	0.000364672	0.001	0.000130071	0.000882394	0	0	0.002431221	0.002582703	0	0.002582703	0.002095131	0.000487572	0.002734451
IRPA-006977	0.040126839	0.147335918	0.208358162	0.15982669	0.444352391	0	0	0.144859582	0	0.645109227	0	7.57E-05	0.00048615	0.001065141	0.000195533	0.000924531	0	0	0.002747059	0.002714678	0	0.002714678	0.002270312	0.000444366	0.002963089
IRPA-006978	0.047862025	0.166108963	0.190686008	0.189243567	0.406099437	0	0	0.108596064	0	0.662486813	0	0.00010298	0.000625077	0.001111716	0.00026404	0.000963618	0	0	0.003067432	0.002747368	0	0.002747368	0.002403894	0.000343474	0.003137432
IRPA-006979	0.056132548	0	0.295911635	0.259933002	0.388022815	0	0	0.196401719	0	0.562687537	0	0.000139478	0	0.001992348	0.000418831	0.001063304	0	0	0.003613961	0.003180474	0	0.003180474	0.002438561	0.000741913	0.003182677
IRPA-006980	0.057157744	0.159298339	0.189029278	0.295759762	0.298754877	0	0	0.179803578	0	0.547414911	0	0.000178843	0.000871736	0.001602645	0.000600097	0.001030909	0	0	0.004284229	0.003113788	0	0.003113788	0.00242073	0.000693058	0.003159405
IRPA-006981	0.052157012	0.133720269	0.209415146	0.375047603	0.22965997	0	0	0.20180047	0	0.45118244	0	0.000224756	0.001007797	0.002445224	0.001048023	0.001091423	0	0	0.005817224	0.003053536	0	0.003053536	0.002197006	0.00085653	0.002867413
IRPA-006982	0.048921827	0.104533634	0.231029692	0.426960768	0.188554078	0	0	0.266197383	0	0.361509384	0	0.000217079	0.000811236	0.002777753	0.001228535	0.000922697	0	0	0.005957299	0.002823599	0	0.002823599	0.001719779	0.00110382	0.002244563
IRPA-006983	0.044246879	0.097094848	0.239105516	0.38504544	0.234507318	0	0	0.270756038	0	0.377506436	0	0.000118182	0.000453566	0.00173049	0.000666907	0.000690769	0	0	0.003659914	0.001871694	0	0.001871694	0.001151694	0.00072	0.001503129
IRPA-006984	0.027833331	0.060408845	0.274505216	0.462199079	0.175053529	0	0	0.36396533	0	0.211422292	0	8.29E-05	0.000314701	0.002215556	0.000892761	0.000575043	0	0	0.004080966	0.001532538	0	0.001532538	0.00061288	0.000919658	0.000799898
IRPA-006985	0	0.069686132	0.286875912	0.292967322	0.350470634	0	0	0.330818296	0	0.445703658	0	0	0.000218433	0.001393157	0.000340486	0.000692715	0	0	0.00264479	0.002456313	0	0.002456313	0.001491413	0.000964901	0.001946511
IRPA-006986	0.079027848	0.167847503	0.168749766	0.127460705	0.456914178	0	0	0.322013223	0	0.513982732	0	0.000102436	0.000380509	0.000592691	0.000107136	0.000653156	0	0	0.001835929	0.002380018	0	0.002380018	0.001539376	0.000840642	0.00200911
IRPA-006987	0.034036042	0.0358987	0.286710172	0.373308593	0.270046493	0	0	0.552264188	0	0.147688128	0	4.10E-05	7.55E-05	0.000934791	0.000291282	0.00035835	0	0	0.001700924	0.001052456	0	0.001052456	0.000247088	0.000805368	0.000322486
IRPA-006988	0.030555576	0	0.312962949	0.328141267	0.328340207	0	0	0.584390352	0	0.146056021	0	3.20E-05	0	0.000887643	0.000222731	0.000379024	0	0	0.001521381	0.0010835	0	0.0010835	0.000241444	0.000842056	0.000315119
IRPA-006989	0.02477554	0	0.316816307	0.375129035	0.283279119	0	0	0.620007134	0	0.099604876	0	2.65E-05	0	0.000919345	0.000260511	0.000334567	0	0	0.001540955	0.001043718	0	0.001043718	0.000162428	0.00088129	0.000211992
IRPA-006990	0.024061305	0	0.317292463	0.4408962	0.217750032	0	0	0.596230544	0	0	0	2.94E-05	0	0.001049314	0.000348944	0.00029309	0	0	0.001720716	0.000996463	0.000226881	0.000769582	0	0.000769582	0
IRPA-006991	0	0	0.333333333	0.442288879	0.224377787	0	0	0.655025954	0	0	0	0	0	0.001043749	0.000331434	0.000285953	0	0	0.001661136	0.00087688	3.21E-05	0.000844772	0	0.000844772	0
IRPA-006992	0.045536744	0.018938279	0.290349985	0.454218215	0.190956777	0	0	0.153467465	0.015894415	0.521867195	0	3.33E-05	2.43E-05	0.000576088	0.000215678	0.000154205	0	0	0.001003569	0.000658834	0	0.000658834	0.000517776	0.000132721	0.000675774
IRPA-006993	0.27473085	0	0.150179434	0.461638889	0.113450828	0	0	0.56568157	0.0646779	0.1228749	0	0.00023328	0	0.000345535	0.00025419	0.00010624	0	0	0.000939244	0.000834282	0	0.000834282	0.000157677	0.000632732	0.000205792
IRPA-006994	0.030380686	0.045068964	0.283033566	0.459700105	0.181816678	0	0	0.033387475	0.007263698	0.600976561	0	0.000136144	0.000353228	0.003436766	0.001335859	0.000898551	0	0	0.006160548	0.003297561	0	0.003297561	0.003126202	0.000151386	0.00408015
IRPA-006995	0.052044552	0.002957495	0.296665301	0.462094969	0.186237682	0	0	0.042032388	0.01036064	0.574674038	0	0.000285963	2.84E-05	0.004416848	0.001646459	0.001128523	0	0	0.007506213	0.003820523	0	0.003820523	0.003559658	0.000226941	0.004645873
IRPA-006996	0.117829954	0.038732225	0.228958547	0.487724751	0.126754522	0	0	0.280275038	0.060607487	0.315908323	0	0.000122163	7.02E-05	0.000643207	0.000327901	0.000144929	0	0	0.00130843	0.000712884	0	0.000712884	0.000380257	0.000294064	0.000496291
IRPA-006997	0.165691381	0	0.222872413	0.472420978	0.139015228	0	0	0.417154293	0.051935528	0.251353923	0	0.000192276	0	0.000700796	0.000355499	0.000177908	0	0	0.001426479	0.001057328	0	0.001057328	0.000413692	0.000598452	0.000539928
IRPA-006998	0.107016631	0.019601788	0.248921054	0.472367217	0.15209331	0	0	0.320916404	0	0.325296618	0	6.55E-05	2.10E-05	0.000412638	0.000187396	0.000102616	0	0	0.000789094	0.000423659	0	0.000423659	0.000227784	0.000195874	0.000297292
IRPA-006999	0.103730993	0.034884148	0.240923239	0.438930183	0.181531436	0	0	0.260685874	0.044435742	0.397307832	0	6.71E-05	3.95E-05	0.000422294	0.000184122	0.000129505	0	0	0.00084249	0.000566795	0	0.000566795	0.000347506	0.000198744	0.000453546
IRPA-007000	0.152696388	0	0.231535742	0.34418006	0.27158781	0	0	0.203313301	0.116407494	0.446712292	0	0.000106674	0	0.000438288	0.00015592	0.000209242	0	0	0.000910125	0.000818665	0	0.000818665	0.000533518	0.000211655	0.000696319
IRPA-007001	0.113088658	0.025547243	0.2409094	0.490767905	0.129686795	0	0	0.30386436	0	0.351185904	0	7.10E-05	2.81E-05	0.000409817	0.000199796	8.98E-05	0	0	0.000798451	0.000451107	0	0.000451107	0.000257159	0.000193948	0.000335629
IRPA-007002	0.177159354	0	0.215227097	0.459815908	0.147797641	0	0	0.44167139	0.081884345	0.239154869	0	0.000136153	0	0.0004482	0.000229157	0.000125268	0	0	0.000938778	0.000851723	0	0.000851723	0.000305195	0.000491291	0.000398324
IRPA-007003	0.012367348	0.502993072	0	0.408968322	0.044950419	0.03072084	0	0.29266346	0	0	0	0.000105159	0.007480132	0	0.002254995	0.000421515	0.000295298	0	0.010557098	0.006001958	0.004436726	0.001565232	4.34E-19	0.001565232	0
IRPA-007004	0.034444695	0.17876923	0.191190717	0.32686212	0.268733238	0	0	0.414799502	0.075463492	0.050294056	0	9.68E-05	0.000878396	0.001455457	0.000595485	0.000832628	0	0	0.003858737	0.001066887	0	0.001066887	0.00011878	0.000853898	0.000155025
IRPA-007005	0.028400288	0.142833674	0.25069739	0.26383978	0.219668773	0	0.094560095	0.093167094	0	0	0	0.000111985	0.000985019	0.002678541	0.000674625	0.000955243	0	0.000255618	0.005661032	0.032859474	0.031745327	0.001114147	0.00E+00	0.001114147	0
IRPA-007006	0.045016166	0.202479459	0.203184707	0.226745316	0.218028977	0	0.104545374	0.340795202	0	0	0	0.000229633	0.001806442	0.002808463	0.00075005	0.001226561	0	0.00036561	0.007186758	0.004248623	0.00284151	0.001407113	0.00E+00	0.001407113	0
IRPA-007007	0.046054069	0.216568623	0.190505537	0.232691035	0.217418742	0	0.096761994	0.380976689	0	0	0	0.000241313	0.001984653	0.002704775	0.000790637	0.001256371	0	0.000347587	0.007325335	0.001247927	6.33E-05	0.001184656	0	0.001184656	0
IRPA-007008	0.050818405	0.528849184	0	0.167171101	0.093826132	0.063411284	0.095923894	0	0	0	0	0.000641421	0.0116743	0	0.001368261	0.001306035	0.000904785	0.000830033	0.016724835	0.122202535	0.122732415	-0.00052988	Pathway I	Pathway I	Pathway I
IRPA-007009	0.091789671	0.318475992	0.102237252	0.235237775	0.125016227	0	0.127243083	0.072635446	0	0	0	0.000901654	0.005471415	0.00272124	0.001498438	0.00135432	0	0.000856893	0.01280396	0.023461113	0.022671037	0.000790076	0	0.000790076	0
IRPA-007010	0.004361546	0.004750119	0.32725889	0.663629445	0	0	0	0.598886136	0	0	0	0.000004375	8.33E-06	0.000889489	0.000431667	0	0	0	0.001333864	0.002087803	0.001060082	0.001027721	5.42E-20	0.001027721	0
IRPA-007011	0	0	0.333333333	0.532523023	0.134143644	0	0	0.293014495	0	0	0	0	0	0.0014049	0.000537129	0.000230109	0	0	0.002172139	0.005448766	0.004639751	0.000809016	0	0.000809016	0
IRPA-007012	0.032997073	0	0.311335285	0.419629225	0.236038417	0	0	0.510795313	0	0	0	3.62E-05	0	0.000925798	0.000298626	0.000285672	0	0	0.001546309	0.002488235	0.001578408	0.000909827	0	0.000909827	0
IRPA-007013	0.035488585	0.17321926	0.19419477	0.310555392	0.286541993	0	0	0.453341542	0.122160068	0.034148376	0	0.000109091	0.000931264	0.001617517	0.000619048	0.000971397	0	0	0.004248316	0.001505897	0	0.001505897	0.000104123	0.001204878	0.000135896
IRPA-007014	0.052413943	0.511716727	0	0.189666272	0.11794172	0.112815743	0.015445596	0.074525303	0	0	0	0.000971339	0.016585565	0	0.002279289	0.00241046	0.002363472	0.000196234	0.024806359	0.012168118	0.011421514	0.000746605	8.67E-19	0.000746605	0
IRPA-007015	0.054826422	0.51533104	0	0.1836838	0.105843812	0.103611991	0.036702934	0.225085001	0	0	0	0.000324212	0.005329685	0	0.00070436	0.00069026	0.000692636	0.000148794	0.007889946	0.005971278	0.004990967	0.000980312	0	0.000980312	0
IRPA-007016	0	0.508688442	0	0.331357119	0.142577554	0.017376885	0	0.071442302	0	0	0	0	0.002287869	0	0.000552566	0.000404355	5.05E-05	0	0.003295306	0.029221179	0.028518361	0.000702818	1.08E-19	0.000702818	0
IRPA-007017	0.050383031	0.459933179	0	0.330832075	0.138219295	0.02063242	0	0.555520974	0	0	0	9.33E-05	0.00148936	0	0.000397211	0.000282231	4.32E-05	0	0.002305272	0.002972414	0.001684976	0.001287438	0	0.001287438	0
IRPA-007018	0.175123578	0.243497287	0.057067381	0.382104209	0.133763671	0	0.008443874	0.158509721	0	0	0	0.002253238	0.005479404	0.001989582	0.003188083	0.001898057	0	7.45E-05	0.014882846	0.005791765	0.004795982	0.000995783	0	0.000995783	0
IRPA-007019	0.194945648	0.254216452	0.037389602	0.377449381	0.125505911	0	0.010493007	0.166961208	0	0	0	0.002356895	0.005375353	0.001224867	0.002959175	0.001673398	0	8.70E-05	0.013676658	0.005169704	0.004204052	0.000965653	8.67E-19	0.000965653	0
IRPA-007020	0.135100936	0.195383934	0.113010087	0.437820062	0.118684981	0	0	0.689993916	0	0	0	0.000159144	0.000402529	0.000360712	0.000334436	0.000154183	0	0	0.001411004	0.00122995	0.000244823	0.000985126	0	0.000985126	0
