sample.id	inst.country.code	legacy.sample.code	month	year	sample.country.code	sample.postcode	sample.city	sample.site	gps	material	height	depth	m_s	V_w	c_Cl	c_NO3	c_SO4	c_Na	c_K	c_Ca	c_Mg
IRPA-000150	BE	N/A	5	2006	BE	N/A	Zottegem-Leeuwegem	N/A	N/A	N/A	N/A	N/A	0.1972	100	6.018	0.281	6.486	0.556	0.852	6.478	0.105
IRPA-000151	BE	N/A	5	2006	BE	N/A	Zottegem-Leeuwegem	N/A	N/A	N/A	N/A	N/A	0.2001	100	4.396	0.196	6.455	0.711	0.545	6.111	0.069
IRPA-000152	BE	N/A	5	2006	BE	N/A	Zottegem-Leeuwegem	N/A	N/A	N/A	N/A	N/A	0.8357	100	5.321	0.225	6.16	0.769	0.761	6.645	0.208
IRPA-000153	BE	N/A	5	2006	BE	N/A	Zottegem-Leeuwegem	N/A	N/A	N/A	N/A	N/A	0.9884	100	3.56	0.156	6	0.866	1.96	6.752	0.391
IRPA-000154	BE	N/A	5	2006	BE	N/A	Zottegem-Leeuwegem	N/A	N/A	N/A	N/A	N/A	0.2742	100	2.038	0.096	3.01	0.512	0.888	5.366	0.07
IRPA-000155	BE	N/A	5	2006	BE	N/A	Zottegem-Leeuwegem	N/A	N/A	N/A	N/A	N/A	0.6242	100	9.456	0.579	5.381	0.816	0.998	10.932	0.28
IRPA-000156	BE	N/A	5	2006	BE	N/A	Zottegem-Leeuwegem	N/A	N/A	N/A	N/A	N/A	0.5267	100	2.754	0.111	3.282	0.495	1.557	12.915	0.004
IRPA-000157	BE	N/A	5	2006	BE	N/A	Zottegem-Leeuwegem	N/A	N/A	N/A	N/A	N/A	0.9541	100	3.943	0.153	3.98	0.829	1.352	12.48	0.198
IRPA-000158	BE	N/A	5	2006	BE	N/A	Zottegem-Leeuwegem	N/A	N/A	N/A	N/A	N/A	0.7349	100	31.658	0.663	34.598	1.83	2.628	40.135	0.032
IRPA-000159	BE	N/A	6	2007	BE	N/A	Boussoit	Eglise Saint-Julien	N/A	E	N/A	0	0.061	100	1.091	268.954	9.987	1.34	160.122	10.433	0.099
IRPA-000160	BE	N/A	6	2007	BE	N/A	Boussoit	Eglise Saint-Julien	N/A	P	N/A	N/A	0.664	100	5.968	45.244	742.287	6.661	20.391	313.497	0.635
IRPA-000161	BE	N/A	6	2007	BE	N/A	Boussoit	Eglise Saint-Julien	N/A	N/A	N/A	0to1	0.665	100	8.536	83.65	85.658	9.238	50.253	42.156	1.09
IRPA-000162	BE	N/A	6	2007	BE	N/A	Boussoit	Eglise Saint-Julien	N/A	N/A	N/A	1to3	0.605	100	6.117	61.879	35.87	6.458	37.011	18.698	0.727
IRPA-000163	BE	N/A	6	2007	BE	N/A	Boussoit	Eglise Saint-Julien	N/A	N/A	N/A	3to5	0.852	100	6.065	39.658	59.021	6.266	24.001	27.245	0.797
IRPA-000164	BE	N/A	10	2007	BE	N/A	Boom	Huis Groene Hofstraat 37	N/A	P	33	0to1	0.524	100	1.851	1.786	1686.85	88.76	32.91	617.685	0.59
IRPA-000165	BE	N/A	10	2007	BE	N/A	Boom	Huis Groene Hofstraat 37	N/A	P	33	1to2	0.287	100	1.666	1.454	1399.24	12.266	12.804	570.087	0.572
IRPA-000166	BE	N/A	10	2007	BE	N/A	Boom	Huis Groene Hofstraat 37	N/A	B	33	2to4	0.633	100	1.171	1.01	714.25	12.578	15.823	298.59	0.821
IRPA-000167	BE	N/A	10	2007	BE	N/A	Boom	Huis Groene Hofstraat 37	N/A	B	33	4to6	0.347	100	1.143	1.277	653.65	14.781	16.732	261.25	0.537
IRPA-000168	BE	N/A	10	2007	BE	N/A	Boom	Huis Groene Hofstraat 37	N/A	E	33	0	0.035	100	0.021	0.354	222.36	93.922	0.032	8.093	2.679
IRPA-000169	BE	N/A	10	2007	BE	N/A	Boom	Huis Groene Hofstraat 37	N/A	P	138	0to1	0.433	100	2.354	1.322	1546.22	37.931	15.35	617.817	8.14
IRPA-000170	BE	N/A	10	2007	BE	N/A	Boom	Huis Groene Hofstraat 37	N/A	B	138	1to2	0.502	100	1.604	0.92	1375.42	20.804	8.138	566.944	3.15
IRPA-000171	BE	N/A	10	2007	BE	N/A	Boom	Huis Groene Hofstraat 37	N/A	B	138	2to4	0.368	100	1.419	0.995	1012.25	29.181	4.99	393.65	3.57
IRPA-000172	BE	N/A	10	2007	BE	N/A	Boom	Huis Groene Hofstraat 37	N/A	P	138	0to2	0.426	100	2.17	1.252	1487.48	1.553	1.538	643.204	0.15
IRPA-000173	BE	N/A	10	2007	BE	N/A	Boom	Huis Groene Hofstraat 37	N/A	M	138	2to4	0.484	100	9.29	6.55	2621.35	20.59	42	1076.35	5.71
IRPA-000174	BE	N/A	10	2007	BE	N/A	Boom	Huis Groene Hofstraat 37	N/A	M	138	4to6	0.836	100	7.24	4.25	1825.36	10.25	12.36	795.68	1.236
IRPA-000175	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	E	N/A	0	0.0235	100	0.045	64.52	50.23	41.294	0.116	7.444	0.025
IRPA-000176	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	P	N/A	0to1	0.228	100	2.133	32.658	96.651	12.547	1.204	50.269	1.384
IRPA-000177	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	M	N/A	0to2	0.4779	100	2.357	28.69	50.287	12.587	1.015	35.265	1.017
IRPA-000178	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	M	N/A	2to5	0.4295	100	1.539	17.974	25.369	5.265	0.701	12.185	0.588
IRPA-000179	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	E	N/A	0	0.0177	100	0.068	0.532	30.256	7.054	0.481	8.116	0.254
IRPA-000180	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	P	N/A	0to1	0.5323	100	0.536	11.003	169.658	89.852	7.267	13.962	0.47
IRPA-000181	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	M	N/A	0to2	0.4512	100	0.265	3.639	16.047	7.254	2.746	5.698	0.386
IRPA-000182	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	M	N/A	2to5	0.5434	100	0.149	1.216	2.737	2.721	1.443	5.506	0.436
IRPA-000183	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	E	N/A	0	0.2038	100	0.251	0.852	795.726	347.364	0.828	46.818	0.112
IRPA-000184	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	P	N/A	0to1	0.8543	100	0.235	7.19	1475.251	630.177	6.361	117.765	0.327
IRPA-000185	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	M	N/A	0to2	0.4701	100	0.203	3.359	78.811	30.25	3.421	12.54	0.195
IRPA-000186	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	M	N/A	2to5	0.5838	100	0.195	2.34	36.086	22.036	3.724	10.237	0.119
IRPA-000187	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	E	N/A	0	0.2102	100	0.18	2.82	642.745	237.534	106.402	30.902	0.231
IRPA-000188	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	M	N/A	0to2	0.5977	100	0.373	3.256	24.65	7.985	6.254	6.371	0.146
IRPA-000189	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	M	N/A	2to5	0.6083	100	0.248	1.341	10.889	8.092	2.158	10.659	0.421
IRPA-000190	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	P	N/A	0to1	0.4746	100	4.72	38.541	49.268	45.487	0.748	6.112	0.247
IRPA-000191	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	B	N/A	0to2	0.5971	100	3.635	19.567	69.654	22.065	5.758	20.395	0.297
IRPA-000192	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	B	N/A	2to5	0.4795	100	2.804	18.451	19.654	9.147	5.302	9.164	0.064
IRPA-000193	BE	N/A	1	2007	BE	N/A	Brugge	St. Salvatorkerk	N/A	E	N/A	0	0.0049	100	0.021	10.365	16.214	7.695	0.096	3.53	0.096
IRPA-000194	BE	N/A	1	2007	BE	N/A	Courtrai	N/A	N/A	E	N/A	N/A	0.4881	100	1.854	9.974	1400.32	3.921	1.211	575.171	10.514
IRPA-000195	BE	N/A	1	2007	BE	N/A	Courtrai	N/A	N/A	S	N/A	N/A	1.0179	100	2.965	18.66	45.365	3.535	1.198	26.964	3.827
IRPA-000196	BE	N/A	1	2007	BE	N/A	Courtrai	N/A	N/A	M	N/A	N/A	1.0318	100	7.717	80.197	24.996	6.524	3.257	35.624	3.075
IRPA-000197	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.079	100	0.341	2.115	361.114	0.63	0.794	151.322	0.288
IRPA-000198	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.525	100	0.335	1.106	67.256	0.81	0.731	34.598	0.237
IRPA-000199	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.799	100	0.164	0.103	1.901	0.545	0.765	3.602	0.014
IRPA-000200	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.839	100	0.125	0.178	2.211	0.497	0.233	12.18	0.178
IRPA-000201	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.634	100	0.224	0.181	96.367	1.089	2.813	43.373	0.47
IRPA-000202	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.741	100	0.238	0.462	73.08	0.84	2.414	35.905	0.368
IRPA-000203	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.656	100	0.212	0.26	8.283	0.781	1.47	7.422	0.301
IRPA-000204	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.869	100	0.339	0.651	62.466	0.793	2.118	29.987	0.219
IRPA-000205	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.557	100	0.196	0.108	2.114	0.714	1.241	13.164	0.39
IRPA-000206	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.726	100	0.435	1.314	65.479	1.547	1.982	30.519	0.241
IRPA-000207	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.61	100	0.215	0.138	2.554	1.073	2.773	16.512	0.129
IRPA-000208	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.423	100	0.322	0.5	212.02	0.967	1.086	90.168	0.47
IRPA-000209	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.532	100	0.241	0.394	6.954	0.766	1.924	11.093	0.307
IRPA-000210	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.542	100	0.844	2.837	152.212	3.63	4.801	58.925	0.914
IRPA-000211	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.544	100	0.207	0.279	2.676	1.613	3.596	3.342	0.497
IRPA-000212	BE	N/A	6	2007	BE	N/A	Dessenbergen	N/A	N/A	N/A	N/A	N/A	0.301	100	0.163	0.216	1.973	1.001	1.021	8.21	0.464
IRPA-000213	BE	N/A	11	2007	BE	N/A	Brussel	Eglise du Sablon	N/A	S	N/A	0to1	0.853	100	2.1	11.1	440.7	1.3	0.5	213	5.2
IRPA-000214	BE	N/A	11	2007	BE	N/A	Brussel	Eglise du Sablon	N/A	S	N/A	1to3	1.031	100	0.5	1.7	327	9	0	147.7	0.8
IRPA-000215	BE	N/A	11	2007	BE	N/A	Brussel	Eglise du Sablon	N/A	S	N/A	3to5	1.044	100	0	0	153.8	0.7	0.8	72.2	0.6
IRPA-000216	BE	N/A	11	2007	BE	N/A	Brussel	Eglise du Sablon	N/A	S	N/A	0to1	0.215	100	0	0	94	0.5	0	49.4	0
IRPA-000217	BE	N/A	11	2007	BE	N/A	Brussel	Eglise du Sablon	N/A	S	N/A	1to3	0.35	100	0.1	0.2	10.2	0.4	0	15.4	0
IRPA-000218	BE	N/A	11	2007	BE	N/A	Brussel	Eglise du Sablon	N/A	S	N/A	3to5	0.58	100	0	0	9.8	0.5	0	15.3	0.4
IRPA-000219	BE	N/A	11	2007	BE	N/A	Brussel	Eglise du Sablon	N/A	S	N/A	0to1	0.441	100	0.5	1.4	359.5	0.7	0	163.4	0.3
IRPA-000220	BE	N/A	11	2007	BE	N/A	Brussel	Eglise du Sablon	N/A	S	N/A	1to3	0.841	100	0.4	1.2	147.6	0.9	0.7	69.9	0.6
IRPA-000221	BE	N/A	11	2007	BE	N/A	Brussel	Eglise du Sablon	N/A	S	N/A	3to5	0.955	100	0	0	51.6	0.74	1.4	30.8	0.9
IRPA-000222	BE	N/A	6	2007	BE	N/A	Dielbeek	N/A	N/A	N/A	N/A	N/A	0.911	100	14	59.6	153	4.9	1.4	80.8	11.4
IRPA-000223	BE	N/A	6	2007	BE	N/A	Dielbeek	N/A	N/A	N/A	N/A	N/A	0.608	100	4.8	8.9	9.9	1.6	1	18.5	2.5
IRPA-000224	BE	N/A	6	2007	BE	N/A	Dielbeek	N/A	N/A	N/A	N/A	N/A	0.404	100	2.1	5.6	5.9	1.4	0.8	13.5	1.7
IRPA-000225	BE	N/A	6	2007	BE	N/A	Dielbeek	N/A	N/A	N/A	N/A	N/A	0.556	100	2.7	5.6	2.3	1.8	1.1	13.9	1.9
IRPA-000226	BE	N/A	9	2007	BE	N/A	Brussel	Hallepoort	N/A	S	N/A	0to1	0.351	100	0.2	0.2	27.3	5	2.2	10.6	0.3
IRPA-000227	BE	N/A	9	2007	BE	N/A	Brussel	Hallepoort	N/A	S	N/A	1to3	0.662	100	0.2	0.1	5.2	0.8	1.4	9.9	0.6
IRPA-000228	BE	N/A	9	2007	BE	N/A	Brussel	Hallepoort	N/A	S	N/A	3to5	0.978	100	0.3	0.1	6.1	1	3.5	10.8	0.8
IRPA-000229	BE	N/A	10	2007	BE	N/A	Hasselt	Virga-Jesse College	N/A	B	N/A	0to1	0.533	100	0.406	0.433	18.065	1.063	1.295	9.254	0.069
IRPA-000230	BE	N/A	10	2007	BE	N/A	Hasselt	Virga-Jesse College	N/A	B	N/A	1to3	0.977	100	0.346	0.128	0.115	1.29	1.299	3.466	0.193
IRPA-000231	BE	N/A	10	2007	BE	N/A	Hasselt	Virga-Jesse College	N/A	B	N/A	3to5	0.696	100	0.075	0.086	0.055	1.093	0.925	2.537	0.089
IRPA-000232	BE	N/A	10	2007	BE	N/A	Hasselt	Virga-Jesse College	N/A	B	N/A	0to1	0.363	100	1.464	1.3	53.62	2.923	1.689	20.09	1.105
IRPA-000233	BE	N/A	10	2007	BE	N/A	Hasselt	Virga-Jesse College	N/A	B	N/A	1to3	0.731	100	0.328	0.199	1.602	1.016	0.952	9.563	0.424
IRPA-000234	BE	N/A	10	2007	BE	N/A	Hasselt	Virga-Jesse College	N/A	B	N/A	3to5	0.718	100	0.141	0.044	0.209	1.219	0.662	9.493	0.586
IRPA-000235	BE	N/A	6	2007	BE	N/A	Helen-Bos	N/A	N/A	N/A	N/A	N/A	1.062	100	75.494	91.842	2.521	40.275	5.649	36.406	4.378
IRPA-000236	BE	N/A	6	2007	BE	N/A	Helen-Bos	N/A	N/A	N/A	N/A	N/A	1.1141	100	94.459	98.433	3.005	50.473	6.015	34.68	4.883
IRPA-000237	BE	N/A	6	2007	BE	N/A	Helen-Bos	N/A	N/A	N/A	N/A	N/A	0.696	100	42.154	55.583	0.367	20.519	3.58	20.778	2.811
IRPA-000238	BE	N/A	6	2007	BE	N/A	Helen-Bos	N/A	N/A	N/A	N/A	N/A	0.806	100	45.236	61.078	5.408	20.511	5.683	24.687	2.744
IRPA-000239	BE	N/A	6	2007	BE	N/A	Helen-Bos	N/A	N/A	N/A	N/A	N/A	0.702	100	42.259	55.187	10.04	20.437	7.025	25.991	2.477
IRPA-000240	BE	N/A	6	2007	BE	N/A	Helen-Bos	N/A	N/A	N/A	N/A	N/A	1.09	100	49.697	70.243	23.264	44.18	7.35	23.878	2.682
IRPA-000241	BE	N/A	6	2007	BE	N/A	Helen-Bos	N/A	N/A	N/A	N/A	N/A	0.322	100	10.998	12.698	5.361	7.233	3.272	4.917	0.444
IRPA-000242	BE	N/A	6	2007	BE	N/A	Helen-Bos	N/A	N/A	N/A	N/A	N/A	0.568	100	21.11	22.564	10.705	16.541	5.159	10.322	0.784
IRPA-000243	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	56	0to1	0.8838	100	0.167	0.338	11.018	0.37	2.343	6.563	0.371
IRPA-000244	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	56	1to3	0.8212	100	0.173	0.24	11.195	0.319	3.431	3.74	0.248
IRPA-000245	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	56	3to5	0.6868	100	0.111	0.06	0.129	1.231	1.197	0.727	0.417
IRPA-000246	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	90	0to1	0.6712	100	0.196	0.345	462.475	0.357	2.257	195.53	0.554
IRPA-000247	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	90	1to3	0.7643	100	0.178	0.2	4.134	0.382	2.711	1.328	0.445
IRPA-000248	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	90	3to5	0.9719	100	0.2	0.202	2.734	1.86	2.939	0.87	0.054
IRPA-000249	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	55	0to1	0.7639	100	0.138	0.288	157.277	0.299	4.188	62.833	1.084
IRPA-000250	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	55	1to3	0.6281	100	0.128	0.128	3.253	1.092	2.282	1.091	0.032
IRPA-000251	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	55	3to5	0.9594	100	0.156	0.165	51.247	1.642	6.05	18.269	1.071
IRPA-000252	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	80	0to1	0.7435	100	0.767	1.63	205.289	2.414	5.214	78.826	3.368
IRPA-000253	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	80	1to3	0.725	100	0.206	0.626	14.694	1.827	4.121	3.6	0.805
IRPA-000254	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	80	3to5	0.9203	100	0.216	0.678	52.764	2.082	6.651	17.984	1.774
IRPA-000255	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	108	0to1	0.6658	100	0.52	5.15	118.117	4.293	2.37	42.218	2.69
IRPA-000256	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	108	1to3	0.7531	100	0.357	2.065	26.138	3.655	4.183	7.111	1.533
IRPA-000257	BE	N/A	2	2007	BE	N/A	Jesus-Eik	OLV-Kerk	N/A	B	108	3to5	0.7293	100	0.29	0.849	9.429	2.144	2.94	3.006	0.407
IRPA-000258	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	1.057	100	0.952	2.305	28.33	0.829	0.712	29.26	2.051
IRPA-000259	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	0.932	100	3.413	4.315	8.394	0.525	0	22.414	1.735
IRPA-000260	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	1.03	100	7.067	7.474	11.7	0.691	0	25.957	2.363
IRPA-000261	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	0.799	100	0.535	0.715	27.287	1.836	0	26.076	0.696
IRPA-000262	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	1.048	100	0.21	0.44	3.75	1.862	0.608	11.683	0.353
IRPA-000263	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	0.889	100	0.201	0.462	4.805	2.634	0	13.002	0
IRPA-000264	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	1.106	100	0.868	9.147	20.656	0.958	1.394	26.343	2.093
IRPA-000265	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.557	100	0.913	8.394	10.333	0.471	0	24.315	1.809
IRPA-000266	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.381	100	0.733	6.518	6.665	0.538	0	22.139	0.958
IRPA-000267	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.471	100	0.208	1.258	7.102	0.727	0	17.367	0.412
IRPA-000268	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.94	100	0.081	0.182	1.061	1.139	0	12.777	0.324
IRPA-000269	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.917	100	0.088	0.19	0.603	1.572	0.541	12.258	0.476
IRPA-000270	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	0.75	100	12.493	22.802	94.317	3.023	1.937	62.798	2.213
IRPA-000271	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	0.776	100	14.201	23.212	18.382	1.743	0.628	34.608	2.34
IRPA-000272	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	1.053	100	17.321	29.858	63.069	2.743	1.291	54.849	3.196
IRPA-000273	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	0.481	100	4.058	9.291	66.178	2.959	1.943	40.733	0.615
IRPA-000274	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	0.637	100	2.968	6.085	3.1	2.697	1.121	14.361	0.448
IRPA-000275	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	0.7	100	2.48	4.755	2.308	2.62	0.874	13.299	0.355
IRPA-000276	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	1.06	100	7.822	32.905	12.579	1.535	0	32.365	2.886
IRPA-000277	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.743	100	6.337	22.873	4.424	0.669	0	27.266	2.051
IRPA-000278	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.615	100	5.106	19.164	19.605	1.12	0	29.411	2.016
IRPA-000279	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.609	100	0.679	3.889	9.216	1.166	1.406	19.237	1.094
IRPA-000280	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.956	100	0.419	1.456	1.461	0.836	0.743	16.053	0.642
IRPA-000281	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.936	100	0.481	1.664	0.918	0.76	0.92	18.696	0.516
IRPA-000282	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	1.103	100	0.849	8.363	2.525	1.088	2.413	15.004	0.434
IRPA-000283	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.936	100	0.689	6.9	0.873	1.034	2.595	14.159	0.299
IRPA-000284	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.831	100	0.577	5.114	1.226	0.744	2.636	17.537	0.634
IRPA-000285	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.351	100	0.103	0.241	0.739	0.649	0	15.319	0.321
IRPA-000286	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.616	100	0.097	0.071	0.275	0.774	0	11.652	0.496
IRPA-000287	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	1.208	100	0.113	0.131	0.436	0.808	0.653	10.71	0.519
IRPA-000288	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.754	100	2.737	15.138	2.035	0.517	0	22.862	0.774
IRPA-000289	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.503	100	2.345	15.236	0.955	0.511	0	21.667	0.604
IRPA-000290	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.622	100	2.869	19.466	1.19	0.432	0	23.236	0.924
IRPA-000291	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	1.151	100	0.385	2.829	5.848	1.582	3.631	14.023	0.319
IRPA-000292	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.935	100	0.321	1.897	1.837	1.13	3.598	8.141	0.455
IRPA-000293	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.652	100	0.255	1.317	1.966	0.934	3.575	10.884	0.42
IRPA-000294	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	1.092	100	0.452	1.695	2.551	1.37	2.406	15.281	0.536
IRPA-000295	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	0.98	100	0.51	2.125	2.128	1.626	2.135	13.527	0
IRPA-000296	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	0.799	100	0.436	1.543	4.169	1.461	2.493	12.27	0
IRPA-000297	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	0.713	100	0.32	0.932	1.068	1.589	1.791	14.391	0.546
IRPA-000298	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	0.792	100	0.427	1.113	1.275	1.836	1.992	14.983	0.759
IRPA-000299	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	15	N/A	0.763	100	0.368	1.028	1.503	2.265	2.007	14.887	0.386
IRPA-000300	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.602	100	3.367	18.5	8.372	0.6	0	27.736	2.26
IRPA-000301	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.737	100	6.252	34.732	4.513	0.789	0	27.049	3.53
IRPA-000302	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.876	100	7.142	41.734	2.053	0.583	0	29.004	3.654
IRPA-000303	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	1.121	100	2.045	10.894	23.039	1.788	1.648	25.466	0.599
IRPA-000304	BE	N/A	1	2007	BE	N/A	Oudergem	Ijskelder	N/A	N/A	150	N/A	0.787	100	5.908	35.707	1.781	0.582	0	26.822	1.293
